teks,label,clean
"""""@LULUSAN_SD_ Yang pasti di demo ini ada yang menunggangi sehingga terjadi aksi pembakaran dan penjarahan di daerah saya jadi sudah selayaknya inisiator provokator demo ini ditangkap dan diadili. Kedepannya kalau demo jangan seperti ini.""""",positive,demo tunggang jadi aksi pembakaran penjarahan daerah jadi layak inisiator provokator demo tangkap adil depan kalau demo jangan
"""""#Amanbersamarakyat https://t.co/SeCQbGjYjc Target penjarahan terahir di rmh Presiden Prabowo @prabowo ? Lihat video Monitor Yth Bpk Presiden @prabowo @Gerindra Harus di usut siapa penggerak demo makar tsb?""""",neutral,target penjarahan terahir rmh presiden prabowo lihat video monitor yth bpk presiden usut siapa gerak demo makar tsb
"""""#Amanbersamarakyat https://t.co/yetEKnt8in Rmh Presiden Prabowo target terakhir sasaran penjarahan oleh pendemo makar dlm bbrp hari yg lalu. Monitor Yth Bpk Presiden @prabowo @KejaksaanRI @Gerindra Usut tuntas siapa penggeraknya dan tangkap.""""",neutral,rmh presiden prabowo target akhir sasar penjarahan demo makar beberapa hari lalu monitor yth bpk presiden usut tuntas siapa gerak tangkap
"""""@NenkMonica Suruh kembalikan penjarahan tikus Tiongkok yang bebas mencuri wilayah RI serta tambang emas dll puluhan ribu trilyun rupiah per tahun selama sepuluh tahun terakhir berlanjut hingga akhir jaman tanpa pajak""""",negative,suruh kembali penjarahan tikus tiongkok bebas curi wilayah ri tambang emas puluh ribu trilyun rupiah per tahun lama puluh tahun akhir lanjut hingga akhir jaman pajak
"""""20 Terduga Pelaku Perusakan-Penjarahan Diamankan Polres Kediri Kota https://t.co/WdWzdK8VWu""""",neutral,20 duga laku perusakan penjarahan aman polres diri kota
"""""@P3gEl Semua alamat target penjarahan mudah didapat berkat peran polisi. Jadi keributan &amp""; penjarahan tjd krn ada permainan polisi tapi Termul masih terus lindungi Kapolri agar tak diganti karena mjd ujung tombak Jokowi nyerang lawan2nya termasuk ke Prabowo hingga &amp;"" nama baik TNI.""""",negative,semua alamat target penjarahan mudah dapat berkat peran polisi jadi ribut amp penjarahan tjd main polisi termul terus lindung kapolri tak ganti mjd ujung tombak jokowi nyerang lawan2nya masuk prabowo hingga amp nama bagus tni
"""""@ibnukusumayadi @BudiBukanIntel Demo sama penjarshsn beda ya. Penjarahan ya sama aja bibit koruptor. Lagian iya tuh blunder.kl mau demo ya tinggal minta pecat. Kl jarsh mah emang sifatnya sama kaya koruptor. Koruptor asli aja adem ayem. Bukan belain iya. Cm cara nya aja salah""""",negative,demo sama penjarshsn beda penjarahan sama bibit koruptor lagi iya tuh blunder kalau mau demo tinggal minta pecat kalau jarsh mah emang sifat sama kaya koruptor koruptor asli adem ayem bukan bain iya cm cara nya salah
"""""@terongsajiku Dengan membiarkan penjarahan terhadap beberapa anggota DPR dan menterinya sendiri ada pesen politik yg kuat dari beliau nurut atau rakyat yg memaksa kalian untuk nurut Opsi kedua ya full darurat militer kekuatan politik lawan diberedel habis habisan""""",neutral,biar penjarahan beberapa anggota dpr menteri sendiri sen politik kuat beliau nurut rakyat paksa kalian nurut opsi dua full darurat militer kuat politik lawan beredel habis habis
"""""@JS_studio1 @BudiBukanIntel Gini loh penjarahan aja kemaren banyak yang dukung ko. Ga menerima kl banyak warga biasa yang ikut2 an jarah. Terlepas ada dalang dibalik itu semua kalian boleh asumsi. Tapi jangan menutup mata kl banyak masy sipil ikut. Segitu aja gampang digiring demi ngambil bukan hak""""",negative,gin loh penjarahan kemaren banyak dukung ko ga terima kalau banyak warga biasa ikut an jarah lepas dalang balik semua kalian asumsi jangan tutup mata kalau banyak masy sipil ikut segitu gampang giring ngambil bukan hak
"""""@txtdrpemerintah Menurut gue yang layak begitu mah asisten rumah tangga lu keamanan lu sama kucing lu aja karena ada ditempat ngalamin langsung ketika banyak manusia masuk ke rumah lu untuk melakukan yang akrab disebut penjarahan itu. Gue gak setuju penjarahan tapi lu jangan lebay juga """"",positive,gue layak mah asisten rumah tangga kamu aman kamu sama kucing kamu tempat ngalamin langsung banyak manusia masuk rumah kamu laku akrab sebut penjarahan gue tidak tuju penjarahan kamu jangan lebay
"""""@didilionrich Pemilik akun Tiktok ini adalah salah satu pelaku yang ikut menjarah rumah Eko Patrio dan kelompok mereka juga mencoba melakukan penjarahan di rumah Puan tapi bisa digagalkan oleh aparat keamanan Tangkap pemilik akun Tiktok ini untuk mencari tau siapa dalang yg menyuruh mereka https://t.co/nAabkKvmsz""""",neutral,milik akun tiktok salah satu laku ikut penjarahan rumah eko patrio kelompok coba laku penjarahan rumah puan gagal aparat aman tangkap milik akun tiktok cari tau siapa dalang suruh
"""""@prabowo Pemilik akun Tiktok ini adalah salah satu pelaku yang ikut menjarah rumah Eko Patrio dan kelompok mereka juga mencoba melakukan penjarahan di rumah Puan tapi bisa digagalkan oleh aparat keamanan Tangkap pemilik akun Tiktok ini untuk mencari tau siapa dalang yg menyuruh mereka https://t.co/1w39SF70AC""""",neutral,milik akun tiktok salah satu laku ikut penjarahan rumah eko patrio kelompok coba laku penjarahan rumah puan gagal aparat aman tangkap milik akun tiktok cari tau siapa dalang suruh
"""""Pemilik akun Tiktok ini adalah salah satu pelaku yang ikut menjarah rumah Eko Patrio dan kelompok mereka juga mencoba melakukan penjarahan di rumah Puan tapi bisa digagalkan oleh aparat keamanan Tangkap pemilik akun Tiktok ini untuk mencari tau siapa dalang yg menyuruh mereka https://t.co/gHlSavPdZ0""""",neutral,milik akun tiktok salah satu laku ikut penjarahan rumah eko patrio kelompok coba laku penjarahan rumah puan gagal aparat aman tangkap milik akun tiktok cari tau siapa dalang suruh
"""""@Boediantar4 Jelas sekali aksi pembiaran penjarahan !!aparatur negara sontoloyo!!dan pencegahan terhadap massa mahasiswa menemui anggota dpr!!""""",neutral,jelas sekali aksi biar penjarahan aparatur negara sontoloyo cegah massa mahasiswa temu anggota dpr
"""""@BudiBukanIntel Lah orang penjarahan rumah dia itu settingan""""",negative,lah orang penjarahan rumah settingan
"""""Penjarahan rumah anggota DPR RI Ahmad Sahroni jadi sorotan beberapa hari terakhir. Salah satu hal yang viral adalah jam tangan Richard Mille senilai Rp11 7 miliar yang jatuh ke tangan seorang anak. Menariknya lagi jam tersebut dikembalikan kepada Ahmad Sahroni. https://t.co/Iz3tiwkBN7""""",neutral,penjarahan rumah anggota dpr ri ahmad sahroni jadi sorot beberapa hari akhir salah satu viral jam tangan richard mille nila rp 7 miliar jatuh tangan orang anak tarik jam sebut kembali ahmad sahroni
"""""@y0uthcub @txtdrjkt @BudiBukanIntel @barengwarga ini orang yg sama sepertinya yg ngarahin para eksekutor sekitaran 8-10orng di penjarahan gegana kebakaran ruko dikwitang bakar gerbang tol depan hotel sultan bakar halte busway blokir tol dalkot arah tebet pake mobil https://t.co/87EjQ3SXDx""""",negative,orang sama seperti ngarahin eksekutor sekitar 8 10orng penjarahan gegana bakar ruko dikwitang bakar gerbang tol depan hotel sultan bakar halte busway blokir tol dalkot arah tebet pake mobil
"""""@TirtoID Giliran hutan gunung sawah lautan dijarah anda diam saja. Sekarang rasakan rasa marah dari sebuah penjarahan seperti apa yg kami rasakan melihat ibu Pertiwi dijarah.""""",negative,gilir hutan gunung sawah laut penjarahan diam sekarang rasa rasa marah buah penjarahan apa rasa lihat ibu pertiwi penjarahan
"""""@Jayabay19479190 KECUALI PENJARAHAN NOH !!""""",negative,penjarahan noh
"""""apa benar ini translatenya sebut prabowo dibilang pelaku kerusuhan &amp"";"" penjarahan serta pemerkosaan etnis cina 1998?""""",neutral,apa benar translatenya sebut prabowo bilang laku kerusuhan amp penjarahan perkosa etnis cina 1998
"""""Sebelum berkata tentang ke perikemanusiaan alangkah baiknya menjadi manusia dulu. Bukan saya membenarkan penjarahan tapi tidak ada reaksi tanpa aksi. Alangkah baiknya ibu juga berkaca.""""",neutral,kata perikemanusiaan alangkah baik jadi manusia dulu bukan benar penjarahan tidak reaksi aksi alangkah baik ibu kaca
"""""@txtdrimedia terlepas dari apapun tetap penjarahan itu bukan hal yg benar si menurut gua""""",positive,lepas apa tetap penjarahan bukan benar si
"""""Pasca Insiden Penjarahan Massa Eko Patrio Belum Jenguk Rumahnya https://t.co/hIaPOKeuGC""""",neutral,pasca insiden penjarahan massa eko patrio belum jenguk rumah
"""""Nasib Sial Buku-Buku di Masa Penjarahan https://t.co/febDwAISdg #Headline""""",neutral,nasib sial buku buku masa penjarahan
"""""@RWWReborn apakah menkeu begitu bersalahnya sehingga rumah pribadinya diobrak-abrik dan penjarahan barang pribadinya terlihat hal yg biasa dan lumrah.. klo itu benar adanya artinya ada yg salah dgn moral masyarakat kita skrng""""",neutral,menkeu salah rumah pribadi diobrak abrik penjarahan barang pribadi lihat biasa kamumrah kalau benar ada arti salah moral masyarakat skrng
"""""Komisi III DPR: Polri Harus Usut Kasus Penjarahan Bukan Malah Tangkap Delpedro https://t.co/GUjJPmzD9O""""",negative,komisi ii dpr polri usut kasus penjarahan bukan malah tangkap delpedro
"""""@KevinDota4 @txtdrimedia Berdasarkan berita detikNews karangan bunga dikirim oleh rekan artis seperti Denise Chariesta 'Hamba Allah' 'Kami yang Pernah Ditolong Uya Kuya' dan 'Warga Jaksel'. Ini bentuk dukungan moral pasca-rumahnya jadi sasaran penjarahan.""""",positive,dasar berita detiknews karang bunga kirim rekan artis denise chariesta hamba allah pernah tolong uya kuya warga jaksel bentuk dukung moral pasca rumah jadi sasar penjarahan
""""" Keadilan tidak lahir dari penjarahan. Suara kita lebih kuat jika disampaikan dengan damai. https://t.co/bq2lYtgw1P""""",positive,adil tidak lahir penjarahan suara lebih kuat sampai damai
"""""@MurtadhaOne1 Mampus rasain loo . .. banyak korban gara gara loo bikin hasutan demo DPR RI anarkis. Blom kerugian bakar bakar halte dan penjarahan mini market. Kehilangan nyawa dan cacat permanen yg demo..""""",negative,mampus rasain loo banyak korban gara gara loo bikin hasut demo dpr ri anarkis blom rugi bakar bakar halte penjarahan mini market hilang nyawa cacat permanen demo
"""""Sbagian besar dri kubu yg itu aj paling gencar edit2 penggalan video nambah2 caption paling panas paling belokin konteks paling kek terdzolimi paling benerin penjarahan paling sok mewakili paling lagak hero paling dll dah Tau kan ? #DemoRusuh""""",negative,sbagian besar dri kubu paling gencar edit penggal video nambah caption paling panas paling belokin konteks paling kek terdzolimi paling benerin penjarahan paling sok wakil paling lagak hero paling dah tau kan
"""""Walaupun penjarahan rumah Sahroni ga bisa dibenarkan tapi setidaknya ngebuat para pejabat jadi ga asal bikin statement ngawur di publik atau minimal langsung minta maaf kalo habis bikin blunder kaya bapak ini. New level unlocked.""""",positive,walaupun penjarahan rumah sahroni ga benar ngebuat jabat jadi ga asal bikin statement ngawur publik minimal langsung minta maaf kalo habis bikin blunder kaya bapak new level unlocked
"""""Dua orang pelaku pasangan suami istri berinisial SB (35) dan G (20) resmi diamankan Bareskrim Polri. Keduanya diduga menjadi otak di balik aksi geruduk dan penjarahan di rumah Eks Wakil Ketua Komisi III DPR RI Ahmad Sahroni. Menurut keterangan Brigjen Himawan Bayu Aji SB https://t.co/nDdaJox9mN""""",neutral,orang laku pasang suami istri inisial sb 35 g 20 resmi aman bareskrim polri dua duga jadi otak balik aksi geruduk penjarahan rumah eks wakil ketua komisi ii dpr ri ahmad sahroni terang brigjen himawan bayu aji sb
"""""@TirtoID Pernahkan Bu @kemenkeu prihatin atas penderitaan rakyat yang setiap hari susah untuk bertahan hidup ? Pernahkah Ibu prihatin atas pesta penjarahan SDA yg begitu rakus ?""""",negative,pernah bu prihatin atas derita rakyat hari susah tahan hidup pernah ibu prihatin atas pesta penjarahan sda rakus
"""""Sejak hari penjarahan sehari aja gak bisa kali ya buat puasa foto Sahroni yang lewat beranda ... padahal kena algoritma akibat nge-like sekali pun juga kagak.""""",neutral,sejak hari penjarahan hari tidak kali puasa foto sahroni lewat beranda padahal kena algoritma akibat nge like sekali kagak
"""""@txtdrimedia Knp model nya gini semua ya ....semua korban penjarahan dpt karangan bunga ...siapa otak di balik semua ini """"",neutral,knp model nya gin semua semua korban penjarahan karang bunga siapa otak balik semua
"""""Polisi kalo ga bisa ngungkap dalang kerusuhan dan penjarahan rumah pejabrut mending tutup akun aja balik ngarit. Alat bantu intel dana segala macem udah mumpuni. Atau jangan²...""""",negative,polisi kalo ga ngungkap dalang kerusuhan penjarahan rumah pejabrut mending tutup akun balik ngarit alat bantu intel dana segala macem mumpuni jangan
"""""https://t.co/yetEKnt8in Rmh Presiden Prabowo target terakhir sasaran penjarahan oleh pendemo makar dlm bbrp hari yg lalu. Monitor Yth Bpk Presiden @prabowo @KejaksaanRI @Gerindra Usut tuntas siapa penggeraknya dan tangkap.""""",neutral,rmh presiden prabowo target akhir sasar penjarahan demo makar beberapa hari lalu monitor yth bpk presiden usut tuntas siapa gerak tangkap
"""""Polres Kediri mengamankan 20 orang terduga pelaku aksi anarkis yang merusak dan menjarah fasilitas. Situasi mencekam setelah gedung DPRD terbakar. https://t.co/8QZX3xVcJ0""""",neutral,polres diri aman 20 orang duga laku aksi anarkis perusakan penjarahan fasilitas situasi cekam gedung dprd bakar
"""""Apa salahanak ini ? Ngajak turun demo adalah bagian dari demokrasi yg dilindungi UUD45 Dimana menghasutnya. ? Undangan itu kan sudah ada ijin. So what ? Bahwa ada kerusuhan penjarahan tangkap perusuhnya...!""""",positive,apa salahanak ngajak turun demo bagi demokrasi lindung uud hasut undang kan ijin so what kerusuhan penjarahan tangkap rusuh
"""""@profesor_saham Ohhh apakah tujuan dari penjarahan di rumahnya dia ??""""",neutral,ohh tuju penjarahan rumah
"""""@txtdrimedia Apapun itu. Penjarahan ga bener ... Walau kalo ga rusuh ga d denger jug""""",positive,apa penjarahan ga bener kalo ga rusuh ga d denger jug
"""""Tenang kan? Adem kan? Gampang kan? Iya segampang itu klo salah satu dari kalian turun temuin pendemo gaperlu ada penjarahan demo sampai ada nyawa yang meninggal. Ketua kalian bilang gerbang terbuka tpi gaberani munculin batang hidung wajar si karyawan takut sama bos""""",positive,tenang kan adem kan gampang kan iya gampang kalau salah satu kalian turun temuin demo gaperlu penjarahan demo nyawa tinggal ketua kalian bilang gerbang buka tapi gaberani munculin batang hidung wajar si karyawan takut sama bos
"""""Jika anda menasehati Rakyat karena kemaksiatan yang mereka lakukan secara terbuka anda juga paling tidak sesekali harus menasehati penguasa karena melakukan hal yang sama secara terbuka bahkan melindungi penjarahan mereka dengan UU buatan yang menentang Syariah.""""",positive,nasehat rakyat maksiat laku buka paling tidak sekal nasehat kuasa laku sama buka bahkan lindung penjarahan uu buat tentang syariah
"""""dan bukan selalu pada cabang-cabangnya... penjarahan itu hanya sebagian kecil dari akar masalah yang sudah ada.""""",neutral,bukan selalu cabang cabang penjarahan bagi kecil akar masalah
"""""https://t.co/26q4xwiXUw Polri tangkap pembuat konten ajakan penjarahan di media sosial TikTok""""",neutral,polri tangkap buat konten aja penjarahan media sosial tiktok
"""""Polres Blitar berhasil mengamankan pelaku penjarahan Gedung DPRD Kabupaten Blitar. Dalam testimoni yang disampaikan pelaku mengakui perbuatannya dan menyampaikan penyesalan atas tindakan yang dilakukan. Polres Blitar mengimbau masyarakat agar tidak memprovokasi https://t.co/MTAY3BTjvA""""",positive,polres blitar hasil aman laku penjarahan gedung dprd kabupaten blitar testimoni sampai laku aku buat sampai sesal atas tindak laku polres blitar imbau masyarakat tidak provokasi
"""""Video Kondisi Rumah Eko Patrio di Nganjuk Dijaga Polisi Buntut Isu Penjarahan https://t.co/nOon2kpJei""""",neutral,video kondisi rumah eko patrio nganjuk jaga polisi buntut isu penjarahan
"""""@asboediono_id Njabat di 3 era presiden lha koq baru siuman !!!! Penjarahan Tambang Hutan Laut n Anggaran mgk dia pikir bagus n bole-bole azah ! Pas ada warga senggol rumahnya baru nyadar !""""",negative,njabat 3 era presiden lha koq baru siuman penjarahan tambang hutan laut n anggar mgk pikir bagus n bole bole azah pas warga senggol rumah baru nyadar
"""""Dalang dibalik penjarahan rumah Ahmad Sahroni dan penggerudukan Polres Jakarta Utara ditangkap polisi. Lah... Berarti penjarahan tsb telah direncanakan sebelumnya aneh mmg tapi nyata. Siapa kira-kira dalang sesungguhnya? Apakah ini ulah oknum pejabat elit politik? https://t.co/S3elXyTmdl""""",neutral,dalang balik penjarahan rumah ahmad sahroni penggerudukan polres jakarta utara tangkap polisi lah arti penjarahan tsb rencana belum aneh mmg nyata siapa kira kira dalang sungguh ulah oknum jabat elit politik
"""""@sfruitnanas Sistem kepemimpinan yg buruk lah yg membuat penjarahan itu terjadi. Lagi pula uya kuya dijadiin DPR kena juga kan lu wkwkw""""",negative,sistem pimpin buruk lah buat penjarahan jadi uya kuya dijadiin dpr kena kan kamu wkwkw
"""""Polisi Tangkap Terduga Provokator Penjarahan Rumah Uya Kuya https://t.co/ahUYLG6nek""""",neutral,polisi tangkap duga provokator penjarahan rumah uya kuya
